0	 9.23607
0.005	 10.0653
0.01	 7.42133
0.015	 3.87737
0.02	 1.76336
0.025	 1.37426
0.03	 1.12157
0.035	 -0.612964
0.04	 -3.61709
0.045	 -5.67852
0.05	 -4.35115
0.055	 0.786453
0.06	 7.32528
0.065	 11.4858
0.07	 10.8037
0.075	 5.95078
0.08	 0.236662
0.085	 -2.84143
0.09	 -2.08924
0.095	 0.771815
0.1	 2.76393
0.105	 2.16375
0.11	 -0.18712
0.115	 -1.77948
0.12	 -0.708782
0.125	 2.62573
0.13	 5.82385
0.135	 6.51509
0.14	 4.38292
0.145	 1.44955
0.15	 0.351138
0.155	 2.03793
0.16	 4.85314
0.165	 5.82898
0.17	 3.19525
0.175	 -1.95068
0.18	 -6.23545
0.185	 -6.47339
0.19	 -2.08934
0.195	 4.40363
0.2	 9.23601
0.205	 10.0653
0.21	 7.42141
0.215	 3.87744
0.22	 1.76338
0.225	 1.37426
0.23	 1.12159
0.235	 -0.612898
0.24	 -3.61701
0.245	 -5.6785
0.25	 -4.35125
0.255	 0.786288
0.26	 7.32512
0.265	 11.4858
0.27	 10.8038
0.275	 5.95096
0.28	 0.236815
0.285	 -2.84139
0.29	 -2.08932
0.295	 0.771711
0.3	 2.7639
