0	 0
0.000277778	 0.321394
0.000555556	 -0.492405
0.000833333	 0.433013
0.00111111	 -0.17101
0.00138889	 -0.17101
0.00166667	 0.433012
0.00194444	 -0.492402
0.00222222	 0.32139
0.0025	 5.79048e-06
0.00277778	 -0.321401
0.00305556	 0.49241
0.00333333	 -0.433016
0.00361111	 0.171012
0.00388889	 0.171008
0.00416667	 -0.433007
0.00444444	 0.492393
0.00472222	 -0.321377
0.005	 -2.09436e-05
0.00527778	 0.321414
0.00555555	 -0.492419
0.00583333	 0.433022
0.00611111	 -0.171014
0.00638889	 -0.171006
0.00666666	 0.433002
0.00694444	 -0.492383
0.00722222	 0.321363
0.0075	 3.60968e-05
0.00777778	 -0.321428
0.00805555	 0.492426
0.00833333	 -0.433024
0.00861111	 0.171014
0.00888889	 0.171006
0.00916667	 -0.433005
0.00944444	 0.492391
0.00972222	 -0.321379
0.01	 -1.37992e-05
0.0102778	 0.321404
0.0105556	 -0.492409
0.0108333	 0.433014
0.0111111	 -0.17101
0.0113889	 -0.17101
0.0116667	 0.433014
0.0119444	 -0.492408
0.0122222	 0.321403
0.0125	 -1.31796e-05
0.0127778	 -0.321379
0.0130556	 0.492392
0.0133333	 -0.433005
0.0136111	 0.171006
0.0138889	 0.171014
0.0141667	 -0.433023
0.0144445	 0.492426
0.0147222	 -0.321427
0.015	 4.01585e-05
0.0152778	 0.321355
0.0155556	 -0.492374
0.0158333	 0.432999
0.0161111	 -0.171004
0.0163889	 -0.171017
0.0166667	 0.433029
0.0169445	 -0.492437
0.0172222	 0.321443
0.0175	 -5.77747e-05
0.0177778	 -0.321339
0.0180556	 0.492363
0.0183333	 -0.43299
0.0186111	 0.171
0.0188889	 0.171021
0.0191667	 -0.433039
0.0194445	 0.492454
0.0197222	 -0.321467
0.02	 8.47536e-05
0.0202778	 0.321315
0.0205556	 -0.492346
0.0208333	 0.43298
0.0211111	 -0.170995
0.0213889	 -0.171025
0.0216667	 0.433048
0.0219445	 -0.492471
0.0222222	 0.321491
0.0225	 -0.000111732
0.0227778	 -0.321291
0.0230556	 0.492329
0.0233334	 -0.432971
0.0236111	 0.170991
0.0238889	 0.171029
0.0241667	 -0.433057
0.0244445	 0.492489
0.0247222	 -0.321516
0.025	 0.000138711
0.0252778	 0.321267
0.0255556	 -0.492311
0.0258334	 0.432962
0.0261111	 -0.170987
0.0263889	 -0.171033
0.0266667	 0.433067
0.0269445	 -0.492506
0.0272222	 0.32154
0.0275	 -0.00016569
0.0277778	 -0.321242
0.0280556	 0.492294
0.0283334	 -0.432953
0.0286111	 0.170983
0.0288889	 0.171037
0.0291667	 -0.433076
0.0294445	 0.492523
0.0297222	 -0.321564
0.03	 0.000192669
0.0302778	 0.321218
0.0305556	 -0.492277
0.0308334	 0.432943
0.0311111	 -0.170979
0.0313889	 -0.171042
0.0316667	 0.433079
0.0319445	 -0.492516
0.0322222	 0.321538
0.0325	 -0.000144747
0.0327778	 -0.321278
0.0330556	 0.492332
0.0333333	 -0.432979
0.0336111	 0.170998
0.0338889	 0.17102
0.0341667	 -0.43303
0.0344445	 0.492426
0.0347222	 -0.321411
0.035	 3.19736e-06
0.0352778	 0.321405
0.0355556	 -0.492422
0.0358333	 0.433028
0.0361111	 -0.171019
0.0363889	 -0.170999
0.0366667	 0.432981
0.0369444	 -0.492336
0.0372222	 0.321284
0.0375	 0.000138352
0.0377778	 -0.321532
0.0380555	 0.492512
0.0383333	 -0.433076
0.0386111	 0.171041
0.0388889	 0.170977
0.0391667	 -0.432933
0.0394444	 0.492245
0.0397222	 -0.321157
0.04	 -0.000279901
0.0402778	 0.321659
0.0405555	 -0.492603
0.0408333	 0.433125
0.0411111	 -0.171062
0.0413889	 -0.170956
0.0416666	 0.432884
0.0419444	 -0.492155
0.0422222	 0.32103
0.0425	 0.00042145
0.0427777	 -0.321786
0.0430555	 0.492693
0.0433333	 -0.433174
0.0436111	 0.171083
0.0438888	 0.170934
0.0441666	 -0.432835
0.0444444	 0.492064
0.0447222	 -0.320903
0.045	 -0.000563
0.0452777	 0.321913
0.0455555	 -0.492783
0.0458333	 0.433222
0.0461111	 -0.171105
0.0463888	 -0.170913
0.0466666	 0.432787
0.0469444	 -0.491974
0.0472222	 0.320775
0.0474999	 0.000704549
0.0477777	 -0.32204
0.0480555	 0.492874
0.0483333	 -0.433271
0.048611	 0.171126
0.0488888	 0.170891
0.0491666	 -0.432738
0.0494444	 0.491884
0.0497221	 -0.320648
0.0499999	 -0.000846098
0.0502777	 0.322167
0.0505555	 -0.492964
0.0508333	 0.43332
0.051111	 -0.171148
0.0513888	 -0.17087
0.0516666	 0.432689
0.0519444	 -0.491793
0.0522221	 0.320521
0.0524999	 0.000987647
0.0527777	 -0.322294
0.0530555	 0.493054
0.0533332	 -0.433368
0.053611	 0.171169
0.0538888	 0.170849
0.0541666	 -0.432641
0.0544443	 0.491703
0.0547221	 -0.320394
0.0549999	 -0.0011292
0.0552777	 0.322421
0.0555555	 -0.493145
0.0558332	 0.433417
0.056111	 -0.17119
0.0563888	 -0.170827
0.0566666	 0.432592
0.0569443	 -0.491612
0.0572221	 0.320267
0.0574999	 0.00127075
0.0577777	 -0.322548
0.0580554	 0.493235
0.0583332	 -0.433465
0.058611	 0.171212
0.0588888	 0.170806
0.0591665	 -0.432543
0.0594443	 0.491522
0.0597221	 -0.32014
0.0599999	 -0.00141229
0.0602776	 0.322675
0.0605554	 -0.493325
0.0608332	 0.433514
0.061111	 -0.171233
0.0613888	 -0.170784
0.0616665	 0.432494
0.0619443	 -0.491431
0.0622221	 0.320013
0.0624999	 0.00155384
0.0627776	 -0.322769
0.0630554	 0.493368
0.0633332	 -0.433524
0.063611	 0.171232
0.0638888	 0.170791
0.0641665	 -0.432523
0.0644443	 0.491509
0.0647221	 -0.320155
0.0649999	 -0.00135834
0.0652777	 0.322593
0.0655554	 -0.493243
0.0658332	 0.433457
0.066111	 -0.171202
0.0663888	 -0.170821
0.0666666	 0.43259
0.0669443	 -0.491633
0.0672221	 0.32033
0.0674999	 0.00116283
0.0677777	 -0.322418
0.0680555	 0.493118
0.0683332	 -0.43339
0.068611	 0.171173
0.0688888	 0.17085
0.0691666	 -0.432658
0.0694444	 0.491758
0.0697221	 -0.320506
0.0699999	 -0.000967323
0.0702777	 0.322243
0.0705555	 -0.492994
0.0708333	 0.433323
0.071111	 -0.171143
0.0713888	 -0.17088
0.0716666	 0.432725
0.0719444	 -0.491883
0.0722222	 0.320681
0.0724999	 0.000771816
0.0727777	 -0.322067
0.0730555	 0.492869
0.0733333	 -0.433256
0.0736111	 0.171114
0.0738888	 0.17091
0.0741666	 -0.432792
0.0744444	 0.492008
0.0747222	 -0.320857
0.075	 -0.000576309
0.0752777	 0.321892
0.0755555	 -0.492744
0.0758333	 0.433188
0.0761111	 -0.171084
0.0763889	 -0.170939
0.0766666	 0.432859
0.0769444	 -0.492133
0.0772222	 0.321032
0.0775	 0.000380802
0.0777778	 -0.321716
0.0780555	 0.492619
0.0783333	 -0.433121
0.0786111	 0.171055
0.0788889	 0.170969
0.0791667	 -0.432927
0.0794444	 0.492258
0.0797222	 -0.321208
0.08	 -0.000185295
0.0802778	 0.321541
