0	 9.23607
0.0166667	 2.94922
0.0333333	 0.165858
0.05	 -4.35114
0.0666667	 11.8341
0.0833333	 -2.24693
0.1	 2.76393
0.116667	 -1.75307
0.133333	 6.63799
0.15	 0.351139
0.166667	 5.36202
0.183333	 -6.94922
0.2	 9.23605
0.216667	 2.94924
0.233333	 0.165875
0.25	 -4.35118
0.266667	 11.8341
0.283333	 -2.24692
0.3	 2.76393
0.316667	 -1.75307
0.333333	 6.63799
0.35	 0.351141
0.366667	 5.362
0.383333	 -6.94921
0.4	 9.23609
0.416667	 2.94919
0.433333	 0.16583
0.45	 -4.35109
0.466667	 11.8341
0.483334	 -2.24698
0.5	 2.76394
0.516667	 -1.75306
0.533333	 6.63799
0.55	 0.351142
0.566667	 5.36201
0.583333	 -6.94922
0.6	 9.23604
