0	 0
0.001	 -0.181635
0.002	 -0.76942
0.003	 0.769423
0.004	 0.181637
0.005	 -6.89962e-06
0.006	 -0.181634
0.007	 -0.769418
0.008	 0.769425
0.009	 0.181638
0.01	 -1.37992e-05
0.011	 -0.181633
0.012	 -0.769416
0.013	 0.769426
0.014	 0.181638
0.015	 -1.60175e-05
0.016	 -0.181631
0.017	 -0.769412
0.018	 0.769429
0.019	 0.181641
0.02	 -2.75985e-05
0.021	 -0.181631
0.022	 -0.769412
0.023	 0.76943
0.024	 0.181641
0.025	 -2.98168e-05
0.026	 -0.18163
0.027	 -0.769411
0.028	 0.769431
0.029	 0.181641
0.03	 -3.20351e-05
0.031	 -0.18163
0.032	 -0.769404
0.033	 0.769444
0.034	 0.181652
0.035	 -0.000109155
0.036	 -0.181613
0.037	 -0.769374
0.038	 0.769474
0.039	 0.181669
0.04	 -0.000205
0.041	 -0.181595
0.042	 -0.769343
0.043	 0.769505
0.044	 0.181686
0.045	 -0.000300845
0.046	 -0.181578
0.047	 -0.769312
0.048	 0.769535
0.049	 0.181704
0.05	 -0.00039669
0.051	 -0.181561
0.052	 -0.769282
0.053	 0.769566
0.054	 0.181721
0.055	 -0.000492535
0.056	 -0.181543
0.057	 -0.769251
0.058	 0.769597
0.059	 0.181738
0.06	 -0.00058838
0.061	 -0.181526
0.062	 -0.76922
0.0629999	 0.769627
0.064	 0.181749
0.065	 -0.000609323
0.066	 -0.181529
0.067	 -0.769238
0.068	 0.769598
0.069	 0.181732
0.07	 -0.000517915
0.071	 -0.181546
0.072	 -0.769267
0.073	 0.769569
0.074	 0.181716
0.075	 -0.000426507
0.076	 -0.181562
0.077	 -0.769296
0.078	 0.76954
0.079	 0.181699
0.08	 -0.000335098
0.081	 -0.181579
0.082	 -0.769325
0.083	 0.769511
0.084	 0.181683
0.085	 -0.00024369
0.086	 -0.181595
0.087	 -0.769355
0.088	 0.769481
0.089	 0.181666
0.09	 -0.000152281
0.091	 -0.181611
0.092	 -0.769384
0.093	 0.769452
0.094	 0.18165
0.095	 -6.08727e-05
0.096	 -0.181628
0.097	 -0.769413
0.098	 0.769423
0.099	 0.181633
0.1	 3.05357e-05
